id,No_of_files,size_conv,CSV,Other,Upvotes,Medals,Month_since,Day,Usability,Date,,
5625,2,450000,Y,Y,9,Bronze,79,Sat,3.5,7/23/2022,,
5626,73832,2000000000,N,Y,48,Silver,79,Sat,9.4,7/23/2022,,
5627,1,213000,Y,N,25,Silver,79,Sat,2.9,7/23/2022,,
5628,1,902000,Y,N,31,Silver,79,Sat,10,7/23/2022,,
5629,1,7000,Y,N,28,Bronze,79,Sun,10,7/24/2022,,
5630,1,11000000,Y,N,20,Bronze,79,Sun,9.7,7/24/2022,,
5631,576,27000000,Y,Y,22,Bronze,79,Sun,9.4,7/24/2022,,
5632,1,273000,Y,N,27,Bronze,79,Sun,9.7,7/24/2022,,
5633,1,465000,Y,N,34,Silver,79,Sun,10,7/24/2022,,
5634,2719,377000000,N,Y,13,Bronze,79,Sun,9.4,7/24/2022,,
5635,1,173000,Y,N,9,Bronze,79,Sun,9.1,7/24/2022,,
5636,6,3000000,Y,N,34,Silver,79,Mon,10,7/25/2022,,
5637,1,27000,Y,N,40,Silver,79,Mon,9.7,7/25/2022,,
5638,1,18000,Y,N,52,Silver,79,Mon,2.9,7/25/2022,,
5639,2,139000000,N,Y,3,No Medal,79,Mon,3.8,7/25/2022,,
5640,176,139000000,N,Y,2,No Medal,79,Mon,1.9,7/25/2022,,
5641,1,16000000,Y,N,9,Bronze,79,Mon,8.8,7/25/2022,,
5642,2,27000000,Y,N,40,Bronze,79,Tue,10,7/26/2022,,
5643,1,207000,Y,N,24,Bronze,79,Tue,1.8,7/26/2022,,
5644,2,215000,Y,Y,3,No Medal,79,Tue,5.9,7/26/2022,,
5645,1,762,Y,N,18,Bronze,79,Tue,10,7/26/2022,,
5646,1,96000,Y,N,37,Bronze,79,Tue,10,7/26/2022,,
5647,735,28000000,N,Y,0,No Medal,79,Tue,1.3,7/26/2022,,
5648,2,2000000,Y,N,592,Gold,79,Wed,10,7/27/2022,,
5649,1,4000,Y,N,105,Gold,79,Wed,10,7/27/2022,,
5650,1,186000,Y,N,37,Bronze,79,Wed,10,7/27/2022,,
5651,1,785000,Y,N,20,Bronze,79,Wed,8.2,7/27/2022,,
5652,1,5000,Y,N,195,Gold,79,Thu,9.4,7/28/2022,,
5653,1,734000,N,Y,56,Silver,79,Thu,8.2,7/28/2022,,
5654,1,55000000,N,Y,5,No Medal,79,Thu,1.9,7/28/2022,,
5655,1,7000,Y,N,32,Bronze,79,Thu,10,7/28/2022,,
5656,1,85000000,Y,N,4,No Medal,79,Thu,5.9,7/28/2022,,
5657,1,3000,Y,N,26,Bronze,79,Thu,10,7/28/2022,,
5658,1,56000000,Y,N,15,Bronze,79,Thu,7.6,7/28/2022,,
5659,1,52000,Y,N,5,No Medal,79,Thu,8.8,7/28/2022,,
5660,3,17000000,N,Y,17,Bronze,79,Fri,3.1,7/29/2022,,
5661,1,28000000,Y,N,58,Silver,79,Fri,10,7/29/2022,,
5662,1,13000,Y,N,8,No Medal,79,Fri,4.1,7/29/2022,,
5663,2,12000000,Y,N,20,Bronze,79,Fri,9.7,7/29/2022,,
5664,3,125000,Y,N,4,No Medal,79,Fri,3.5,7/29/2022,,
5665,132528,1000000000,Y,Y,30,Silver,79,Fri,8.2,7/29/2022,,
5666,1080,1000000000,N,Y,16,Bronze,79,Fri,7.5,7/29/2022,,
5667,2,22000,Y,N,59,Bronze,79,Sat,10,7/30/2022,,
5668,1,2000,Y,N,18,Bronze,79,Sat,9.4,7/30/2022,,
5669,4,2000000,Y,N,43,Silver,79,Sat,3.5,7/30/2022,,
5670,1,50000,Y,N,13,Bronze,79,Sat,10,7/30/2022,,
5671,3,14000,Y,N,46,Silver,79,Sat,10,7/30/2022,,
5672,1211663,95000000000,N,Y,11,Bronze,79,Sat,5,7/30/2022,,
5673,1421,289000000,N,Y,19,Bronze,79,Sat,7.5,7/30/2022,,
5674,33,75000000,Y,N,9,No Medal,79,Sat,8.8,7/30/2022,,
5675,1,4000,Y,N,49,Silver,79,Sun,1.2,7/31/2022,,
5676,1,30000000,Y,N,33,Bronze,79,Sun,9.4,7/31/2022,,
5677,132528,14000000000,Y,Y,68,Gold,79,Sun,8.2,7/31/2022,,
5678,1,132000,Y,N,67,Silver,79,Sun,6.5,7/31/2022,,
5679,1,12000,Y,N,50,Silver,79,Sun,1.8,7/31/2022,,
5680,92,155000000,N,Y,22,Bronze,79,Sun,5,7/31/2022,,
5681,1,11000000,Y,N,185,Silver,80,Mon,10,8/1/2022,,
5682,1,1000,Y,N,66,Silver,80,Mon,7.6,8/1/2022,,
5683,1,3000000,Y,N,54,Silver,80,Mon,1.8,8/1/2022,,
5684,2,63000,Y,N,63,Silver,80,Mon,10,8/1/2022,,
5685,1,114000,Y,N,45,Silver,80,Mon,10,8/1/2022,,
5686,99,73000,N,Y,21,Bronze,80,Mon,6.9,8/1/2022,,
5687,1,6000000,Y,N,14,Bronze,80,Mon,9.1,8/1/2022,,
5688,930,118000000,N,Y,8,Bronze,80,Mon,9.4,8/1/2022,,
5689,1,1000000,Y,N,47,Bronze,80,Tue,10,8/2/2022,,
5690,1,7000,Y,N,25,Bronze,80,Tue,7.9,8/2/2022,,
5691,12,215000000,Y,N,12,Bronze,80,Tue,9.7,8/2/2022,,
5692,1,100000,Y,N,27,Bronze,80,Tue,8.8,8/2/2022,,
5693,416,43000000,Y,N,17,Bronze,80,Tue,8.1,8/2/2022,,
5694,1,88000,Y,N,11,No Medal,80,Tue,9.1,8/2/2022,,
5695,12600,218000000,N,Y,8,No Medal,80,Tue,7.5,8/2/2022,,
5696,825,16000000,N,Y,73,Silver,80,Wed,10,8/3/2022,,
5697,1,18000,N,Y,34,Silver,80,Wed,8.1,8/3/2022,,
5698,3,33000,Y,N,49,Bronze,80,Wed,10,8/3/2022,,
5699,1,27000000,Y,N,43,Silver,80,Wed,10,8/3/2022,,
5700,1,289,N,Y,182,Gold,80,Wed,8.8,8/3/2022,,
5701,1,1000,Y,N,12,Bronze,80,Wed,10,8/3/2022,,
5702,1,48000,Y,N,89,Silver,80,Thu,9.7,8/4/2022,,
5703,1,6000,Y,N,30,Bronze,80,Thu,7.6,8/4/2022,,
5704,1,351000,Y,N,43,Silver,80,Thu,10,8/4/2022,,
5705,38,56000000000,N,Y,45,Bronze,80,Thu,10,8/4/2022,,
5706,17,19000,Y,N,15,Bronze,80,Thu,10,8/4/2022,,
5707,2,45000000,Y,Y,18,Bronze,80,Thu,5.3,8/4/2022,,
5708,1,59000000,Y,N,31,Bronze,80,Fri,9.4,8/5/2022,,
5709,1,9000,Y,N,41,Bronze,80,Fri,10,8/5/2022,,
5710,789,106000000,N,Y,27,Bronze,80,Fri,8.8,8/5/2022,,
5711,2,13000,Y,N,65,Silver,80,Fri,10,8/5/2022,,
5712,2,81000,Y,N,12,Bronze,80,Fri,7.6,8/5/2022,,
5713,3,42000,Y,N,6,No Medal,80,Fri,9.4,8/5/2022,,
5714,2,258000,Y,N,6,No Medal,80,Fri,5.3,8/5/2022,,
5715,1,254000,Y,N,31,Bronze,80,Fri,8.8,8/5/2022,,
5716,1,555000,Y,N,350,Silver,80,Sat,10,8/6/2022,,
5717,1,1000000,Y,N,49,Silver,80,Sat,10,8/6/2022,,
5718,1,239000,Y,N,4,No Medal,80,Sat,10,8/6/2022,,
5719,1,10000,Y,N,6,No Medal,80,Sat,2.4,8/6/2022,,
5720,1,99000,Y,N,45,Silver,80,Sat,10,8/6/2022,,
5721,2,422000,Y,N,36,Silver,80,Sat,8.2,8/6/2022,,
5722,1,37000,Y,N,59,Bronze,80,Sun,10,8/7/2022,,
5723,1,12000,Y,N,65,Silver,80,Sun,9.7,8/7/2022,,
5724,1,17000,Y,N,16,Bronze,80,Sun,9.4,8/7/2022,,
5725,1,9000,Y,N,21,Bronze,80,Sun,2.9,8/7/2022,,
5726,1,381000,N,Y,51,Silver,80,Sun,7.1,8/7/2022,,
5727,110,24000000000,N,Y,5,No Medal,80,Sun,8.8,8/7/2022,,
5728,2001,163000000,Y,Y,14,Bronze,80,Mon,9.4,8/8/2022,,
5729,1,11000000,Y,N,11,Bronze,80,Mon,7.1,8/8/2022,,
5730,30000,264000000,N,Y,20,Bronze,80,Mon,8.8,8/8/2022,,
5731,1,44000,Y,N,124,Silver,80,Tue,10,8/9/2022,,
5732,1,1000,Y,N,90,Gold,80,Tue,10,8/9/2022,,
5733,8374,6000000000,Y,Y,35,Bronze,80,Tue,9.4,8/9/2022,,
5734,12245,412000000,N,Y,23,Bronze,80,Tue,7.5,8/9/2022,,
5735,2,2000,Y,N,13,Bronze,80,Tue,7.4,8/9/2022,,
5736,9,1000000,Y,Y,4,No Medal,80,Tue,6.5,8/9/2022,,
5737,224,5000000,N,Y,11,Bronze,80,Tue,6.3,8/9/2022,,
5738,1,1000000,Y,N,54,Silver,80,Wed,10,8/10/2022,,
5739,1,2000,Y,N,28,Bronze,80,Wed,10,8/10/2022,,
5740,13,220000000,Y,Y,28,Bronze,80,Wed,7.1,8/10/2022,,
5741,993,120000000,N,Y,35,Bronze,80,Wed,10,8/10/2022,,
5742,1,1000000,Y,N,13,Bronze,80,Wed,9.1,8/10/2022,,
5743,1,755,Y,N,24,Bronze,80,Wed,8.2,8/10/2022,,
5744,2,5000000,N,Y,8,Bronze,80,Wed,5,8/10/2022,,
5745,1,1000000,Y,N,79,Silver,80,Thu,10,8/11/2022,,
5746,1601,151000000,Y,Y,36,Silver,80,Thu,8.8,8/11/2022,,
5747,400,9000000,N,Y,13,Bronze,80,Thu,10,8/11/2022,,
5748,1,7000,Y,N,10,Bronze,80,Thu,8.2,8/11/2022,,
5749,1,44000000,Y,N,31,Silver,80,Thu,9.4,8/11/2022,,
5750,1,196000,Y,N,14,Bronze,80,Thu,9.4,8/11/2022,,
5751,1,12000,Y,N,15,Bronze,80,Thu,9.4,8/11/2022,,
5752,2,54000000,Y,N,24,Bronze,80,Thu,10,8/11/2022,,
5753,1,24000000,Y,N,94,Silver,80,Fri,10,8/12/2022,,
5754,4492,75000000,N,Y,22,Bronze,80,Fri,6.9,8/12/2022,,
5755,2,139000000,Y,N,55,Silver,80,Fri,10,8/12/2022,,
5756,2,9000000000,N,Y,20,Bronze,80,Fri,10,8/12/2022,,
5757,28,455000000,Y,N,27,Bronze,80,Fri,9.1,8/12/2022,,
5758,2,256000,Y,N,9,Bronze,80,Fri,8.2,8/12/2022,,
5759,3675,236000000,N,Y,4,No Medal,80,Fri,5.6,8/12/2022,,
5760,17,30000000,N,Y,1,No Medal,80,Fri,10,8/12/2022,,
5761,1,6000,Y,N,121,Gold,80,Sat,10,8/13/2022,,
5762,4,1000000,Y,Y,43,Bronze,80,Sat,8.2,8/13/2022,,
5763,1,6000000,Y,N,27,Bronze,80,Sat,9.4,8/13/2022,,
5764,689,40000000,N,Y,31,Bronze,80,Sat,8.8,8/13/2022,,
5765,1,20000000,Y,N,24,Bronze,80,Sat,10,8/13/2022,,
5766,3,116000,Y,N,10,Bronze,80,Sat,6.5,8/13/2022,,
5767,703,14000000,N,Y,14,Bronze,80,Sat,4.4,8/13/2022,,
5768,1,29000,Y,N,176,Gold,80,Sun,10,8/14/2022,,
5769,1,2000000,Y,N,19,Bronze,80,Sun,8.5,8/14/2022,,
5770,2,129000000,N,Y,27,Silver,80,Sun,7.5,8/14/2022,,
5771,2,47000000,Y,N,39,Bronze,80,Sun,9.1,8/14/2022,,
5772,1,30000,Y,N,37,Bronze,80,Mon,8.2,8/15/2022,,
5773,3634,850000000,N,Y,5,No Medal,80,Mon,3.8,8/15/2022,,
5774,1,145000000,Y,N,32,Bronze,80,Mon,10,8/15/2022,,
5775,1,1000000,Y,N,33,Silver,80,Mon,3.5,8/15/2022,,
5776,1,18000,Y,N,46,Silver,80,Mon,9.7,8/15/2022,,
5777,40,56000000,N,Y,9,Bronze,80,Mon,8.1,8/15/2022,,
5778,2,1000,N,Y,9,Bronze,80,Mon,8.8,8/15/2022,,
5779,1,32000,N,Y,33,Bronze,80,Mon,8.8,8/15/2022,,
5780,4001,372000000,N,Y,118,Gold,80,Tue,10,8/16/2022,,
5781,2,4000000,Y,N,39,Bronze,80,Tue,10,8/16/2022,,
5782,1,26000,Y,N,32,Bronze,80,Tue,9.7,8/16/2022,,
5783,1,13000000,Y,N,29,Bronze,80,Tue,8.8,8/16/2022,,
5784,1,3000,Y,N,40,Bronze,80,Tue,10,8/16/2022,,
5785,1,3000,Y,N,58,Silver,80,Wed,10,8/17/2022,,
5786,1,4000000,Y,N,26,Bronze,80,Wed,7.6,8/17/2022,,
5787,7,1000000000,Y,Y,18,Bronze,80,Wed,9.7,8/17/2022,,
5788,1,14000,Y,N,30,Bronze,80,Wed,10,8/17/2022,,
5789,1,21000,Y,N,15,Bronze,80,Wed,8.2,8/17/2022,,
5790,1,186000000,Y,N,4,No Medal,80,Thu,3.5,8/18/2022,,
5791,1,9000,Y,N,6,No Medal,80,Thu,5.3,8/18/2022,,
5792,5015,2000000000,N,Y,1,No Medal,80,Thu,6.3,8/18/2022,,
5793,1,95000,Y,N,62,Silver,80,Thu,10,8/18/2022,,
5794,1,47000,Y,N,29,Silver,80,Thu,1.8,8/18/2022,,
5795,14402,402000000,Y,Y,27,Bronze,80,Thu,8.8,8/18/2022,,
5796,1696,6000000000,N,Y,2,No Medal,80,Thu,5.6,8/18/2022,,
5797,9,569000,Y,N,32,Bronze,80,Fri,10,8/19/2022,,
5798,1,926000,Y,N,41,Silver,80,Fri,10,8/19/2022,,
5799,2,811000,N,Y,8,Bronze,80,Fri,8.8,8/19/2022,,
5800,2,84000,Y,Y,394,Gold,80,Sat,10,8/20/2022,,
5801,10,1000000000,N,Y,34,Silver,80,Sat,10,8/20/2022,,
5802,1,80000,Y,N,39,Silver,80,Sat,10,8/20/2022,,
5803,572,7000000,N,Y,0,No Medal,80,Sat,1.3,8/20/2022,,
5804,5855,1000000000,N,Y,34,Silver,80,Sat,5,8/20/2022,,
5805,1,2000000,Y,N,145,Silver,80,Sun,10,8/21/2022,,
5806,2,20000,Y,Y,37,Bronze,80,Sun,7.9,8/21/2022,,
5807,1,537000,Y,N,30,Bronze,80,Sun,10,8/21/2022,,
5808,1,846000,Y,N,46,Bronze,80,Sun,10,8/21/2022,,
5809,1,450,Y,N,11,Bronze,80,Sun,10,8/21/2022,,
5810,1,372000,Y,N,8,No Medal,80,Sun,5.3,8/21/2022,,
5811,18,3000000,Y,N,27,Bronze,80,Sun,8.2,8/21/2022,,
5812,1,93000,Y,N,10,Bronze,80,Sun,7.6,8/21/2022,,
5813,2,2000,Y,N,46,Bronze,80,Sun,10,8/21/2022,,
5814,1,15000,Y,N,57,Bronze,80,Mon,10,8/22/2022,,
5815,2,60000,Y,N,6,No Medal,80,Mon,10,8/22/2022,,
5816,1,684000,Y,N,32,Bronze,80,Mon,10,8/22/2022,,
5817,1,3000,Y,N,15,Bronze,80,Mon,7.6,8/22/2022,,
5818,1,307000,Y,N,12,Bronze,80,Mon,10,8/22/2022,,
5819,99,4000000,Y,N,61,Bronze,80,Tue,8.2,8/23/2022,,
5820,20002,249000000,N,Y,47,Silver,80,Tue,8.8,8/23/2022,,
5821,25001,456000000,N,Y,25,Bronze,80,Tue,8.8,8/23/2022,,
5822,1,835000,Y,N,14,Bronze,80,Tue,10,8/23/2022,,
5823,2,4000000000,N,Y,12,Bronze,80,Tue,8.8,8/23/2022,,
5824,1,751000,Y,N,10,Bronze,80,Tue,1.8,8/23/2022,,
5825,1,4000000,Y,N,46,Silver,80,Tue,10,8/23/2022,,
5826,40002,1000000000,N,Y,44,Silver,80,Wed,8.8,8/24/2022,,
5827,1,394000,Y,N,16,Bronze,80,Wed,8.2,8/24/2022,,
5828,1,968000,Y,N,80,Silver,80,Thu,10,8/25/2022,,
5829,1,10000,Y,N,29,Bronze,80,Thu,10,8/25/2022,,
5830,1,8000000,Y,N,39,Bronze,80,Thu,9.4,8/25/2022,,
5831,1,277000,Y,N,205,Silver,80,Fri,10,8/26/2022,,
5832,829,83000000,N,Y,53,Silver,80,Fri,8.8,8/26/2022,,
5833,2,2000000,Y,N,106,Silver,80,Fri,10,8/26/2022,,
5834,30000,473000000,N,Y,39,Silver,80,Fri,8.8,8/26/2022,,
5835,1,3000000,Y,N,26,Bronze,80,Fri,10,8/26/2022,,
5836,6,26000000,Y,N,38,Bronze,80,Fri,10,8/26/2022,,
5837,4,4000000,Y,N,8,Bronze,80,Fri,8.5,8/26/2022,,
5838,1,396000,Y,N,35,Bronze,80,Sat,10,8/27/2022,,
5839,5,48000000,Y,N,16,No Medal,80,Sat,10,8/27/2022,,
5840,1,506000,Y,N,31,Bronze,80,Sat,9.7,8/27/2022,,
5841,1,626000,Y,N,154,Silver,80,Sun,10,8/28/2022,,
5842,4217,771000000,N,Y,26,Bronze,80,Sun,8.8,8/28/2022,,
5843,164,1000000,N,Y,79,Gold,80,Sun,3.1,8/28/2022,,
5844,1,38000,Y,N,96,Silver,80,Sun,10,8/28/2022,,
5845,3,1000000,Y,N,84,Silver,80,Sun,10,8/28/2022,,
5846,4284,205000000,N,Y,26,Bronze,80,Sun,8.8,8/28/2022,,
5847,402,1000000,Y,Y,5,Bronze,80,Mon,1.9,8/29/2022,,
5848,2,37000,Y,N,42,Bronze,80,Mon,10,8/29/2022,,
5849,1,8000,N,Y,4,No Medal,80,Mon,1.9,8/29/2022,,
5850,1,2000000000,N,Y,4,No Medal,80,Mon,3.1,8/29/2022,,
5851,3,389000,Y,N,11,Bronze,80,Mon,9.4,8/29/2022,,
5852,1,192000,Y,N,80,Silver,80,Tue,10,8/30/2022,,
5853,11742,279000000,N,Y,71,Silver,80,Tue,8.8,8/30/2022,,
5854,1,25000,Y,N,16,Bronze,80,Tue,9.1,8/30/2022,,
5855,197308,20000000000,Y,Y,1,No Medal,80,Tue,1.2,8/30/2022,,
5856,1,196000,Y,N,16,Bronze,80,Tue,10,8/30/2022,,
5857,14,904000000,N,Y,8,Bronze,80,Tue,3.1,8/30/2022,,
5858,11,3000000000,Y,Y,4,No Medal,80,Tue,1.8,8/30/2022,,
5859,2,154000,Y,N,14,Bronze,80,Tue,7.1,8/30/2022,,
5860,82,689000,N,Y,85,Gold,80,Wed,1.9,8/31/2022,,
5861,2,7000000,Y,N,37,Bronze,80,Wed,9.1,8/31/2022,,
5862,1,932000000,Y,N,36,Bronze,80,Wed,10,8/31/2022,,
5863,4068,15000000,N,Y,21,Bronze,81,Thu,9.4,9/1/2022,,
5864,1,103000,Y,N,29,Bronze,81,Thu,9.4,9/1/2022,,
5865,1,96000,Y,N,9,Bronze,81,Thu,5.3,9/1/2022,,
5866,1,9000000,Y,N,14,Bronze,81,Thu,10,9/1/2022,,
5867,1,7000,Y,N,32,Bronze,81,Thu,10,9/1/2022,,
5868,1,1000000,Y,N,50,Silver,81,Fri,9.7,9/2/2022,,
5869,1,93000000,Y,N,30,Bronze,81,Fri,10,9/2/2022,,
5870,800,29000000,N,Y,54,Silver,81,Fri,10,9/2/2022,,
5871,2,214000,Y,N,103,Gold,81,Fri,10,9/2/2022,,
5872,2,2000000,Y,N,5,No Medal,81,Fri,10,9/2/2022,,
5873,1,13000000,Y,N,38,Bronze,81,Fri,7.6,9/2/2022,,
5874,2,4000,Y,N,49,Silver,81,Fri,9.7,9/2/2022,,
5875,1,6000,Y,N,74,Silver,81,Sat,10,9/3/2022,,
5876,32,7000000000,N,Y,8,Bronze,81,Sat,1.9,9/3/2022,,
5877,2,4000000,Y,N,21,Bronze,81,Sat,10,9/3/2022,,
5878,16260,240000000,N,Y,9,Bronze,81,Sat,3.8,9/3/2022,,
5879,2,1000000,Y,N,28,Bronze,81,Sat,10,9/3/2022,,
5880,1,74000,Y,N,163,Gold,81,Sun,10,9/4/2022,,
5881,9,624000,Y,N,59,Bronze,81,Sun,9.1,9/4/2022,,
5882,1,89000,Y,N,126,Gold,81,Sun,10,9/4/2022,,
5883,3,329000,Y,N,9,Bronze,81,Sun,4.1,9/4/2022,,
5884,1,2000000,Y,N,29,Bronze,81,Sun,10,9/4/2022,,
5885,1,83000,Y,N,74,Silver,81,Sun,10,9/4/2022,,
5886,13,7000000000,N,Y,3,No Medal,81,Sun,3.1,9/4/2022,,
5887,1,845000,N,Y,1,No Medal,81,Sun,4.4,9/4/2022,,
5888,75002,231000000,N,Y,33,Bronze,81,Sun,1.9,9/4/2022,,
5889,1,3000,Y,N,40,Silver,81,Sun,9.4,9/4/2022,,
5890,1,366,Y,N,13,Bronze,81,Sun,7.6,9/4/2022,,
5891,1,111000000,N,Y,12,Bronze,81,Mon,10,9/5/2022,,
5892,1,6000000,Y,N,40,Bronze,81,Mon,10,9/5/2022,,
5893,1,38000,Y,N,110,Silver,81,Mon,10,9/5/2022,,
5894,4895,651000000,N,Y,33,Silver,81,Mon,7.5,9/5/2022,,
5895,1,46000,Y,N,52,Bronze,81,Mon,10,9/5/2022,,
5896,2759,468000000,N,Y,57,Silver,81,Mon,8.8,9/5/2022,,
5897,1,25000,Y,N,18,No Medal,81,Mon,10,9/5/2022,,
5898,2,2000000,Y,Y,31,Bronze,81,Mon,9.4,9/5/2022,,
5899,2,12000,Y,N,36,Bronze,81,Mon,10,9/5/2022,,
5900,5626,266000000,N,Y,13,Bronze,81,Mon,8.8,9/5/2022,,
5901,1,2000000,Y,N,128,Gold,81,Tue,10,9/6/2022,,
5902,3,958000,Y,Y,45,Bronze,81,Tue,9.7,9/6/2022,,
5903,1,5000,Y,N,34,Bronze,81,Tue,8.2,9/6/2022,,
5904,2,94000,Y,N,33,Bronze,81,Tue,10,9/6/2022,,
5905,64,386000,N,Y,1,No Medal,81,Tue,3.8,9/6/2022,,
5906,2,106000,Y,N,29,Bronze,81,Tue,8.8,9/6/2022,,
5907,600,12000000,N,Y,25,Bronze,81,Tue,7.5,9/6/2022,,
5908,1,545,Y,N,6,No Medal,81,Tue,2.9,9/6/2022,,
5909,3,86000,Y,N,25,Silver,81,Wed,10,9/7/2022,,
5910,1,64000,Y,N,0,No Medal,81,Wed,1.8,9/7/2022,,
5911,1,42000,Y,N,52,Silver,81,Wed,10,9/7/2022,,
5912,1,2000000,Y,N,27,Bronze,81,Wed,2.4,9/7/2022,,
5913,1,12000,Y,N,33,Bronze,81,Wed,9.4,9/7/2022,,
5914,1,5000,Y,N,33,Bronze,81,Wed,7.1,9/7/2022,,
5915,1,12000000,Y,N,26,Bronze,81,Wed,10,9/7/2022,,
5916,1,11000,Y,N,30,Silver,81,Wed,9.1,9/7/2022,,
5917,2,4000000,Y,N,17,Bronze,81,Wed,9.7,9/7/2022,,
5918,1,6000,Y,N,8,No Medal,81,Wed,10,9/7/2022,,
5919,1,630000,Y,N,4,No Medal,81,Wed,5.3,9/7/2022,,
5920,1,17000,Y,N,163,Silver,81,Thu,10,9/8/2022,,
5921,2,123000,Y,N,74,Gold,81,Thu,10,9/8/2022,,
5922,711607,4000000000,Y,Y,35,Silver,81,Thu,8.2,9/8/2022,,
5923,419,29000000,N,Y,42,Silver,81,Thu,8.8,9/8/2022,,
5924,834,126000000,N,Y,80,Silver,81,Thu,7.5,9/8/2022,,
5925,2,2000000000,Y,N,30,Bronze,81,Thu,10,9/8/2022,,
5926,1,76000,Y,N,31,Bronze,81,Thu,9.7,9/8/2022,,
5927,1863,527000000,N,Y,13,Bronze,81,Thu,8.8,9/8/2022,,
5928,6,3000000000,N,Y,2,No Medal,81,Thu,4.4,9/8/2022,,
5929,3,4000,Y,N,52,Silver,81,Fri,9.4,9/9/2022,,
5930,1,46000000,Y,N,38,Bronze,81,Fri,8.8,9/9/2022,,
5931,100001,11000000000,N,Y,25,Bronze,81,Fri,9.4,9/9/2022,,
5932,1,404000,Y,N,42,Bronze,81,Fri,10,9/9/2022,,
5933,1,30000000,Y,N,34,Silver,81,Fri,9.7,9/9/2022,,
5934,1,234000,Y,N,33,Bronze,81,Fri,10,9/9/2022,,
5935,1,50000,Y,N,15,Bronze,81,Fri,7.6,9/9/2022,,
5936,8,518000000,N,Y,2,No Medal,81,Fri,3.8,9/9/2022,,
5937,1,697000,Y,N,26,Bronze,81,Fri,10,9/9/2022,,
5938,2,205000,Y,N,43,Silver,81,Fri,10,9/9/2022,,
5939,1,10000,Y,N,66,Bronze,81,Sat,10,9/10/2022,,
5940,1,7000,Y,N,82,Silver,81,Sat,10,9/10/2022,,
5941,4,23000,Y,N,140,Gold,81,Sat,10,9/10/2022,,
5942,1,4000000,Y,N,12,Bronze,81,Sat,8.2,9/10/2022,,
5943,1,4000,Y,N,53,Silver,81,Sat,2.4,9/10/2022,,
5944,1,26000,Y,N,51,Silver,81,Sat,1.8,9/10/2022,,
5945,3,95000,Y,N,8,No Medal,81,Sat,6.5,9/10/2022,,
5946,1,1000,Y,N,42,Silver,81,Sun,6.5,9/11/2022,,
5947,1,7000,Y,N,13,Bronze,81,Sun,10,9/11/2022,,
5948,3,5000,Y,N,27,Bronze,81,Sun,8.8,9/11/2022,,
5949,11,15000000000,N,Y,8,Bronze,81,Sun,4.4,9/11/2022,,
5950,1,69000000,Y,N,59,Bronze,81,Mon,10,9/12/2022,,
5951,1,51000,Y,N,147,Silver,81,Mon,10,9/12/2022,,
5952,13233,19000000,N,Y,27,Bronze,81,Mon,8.8,9/12/2022,,
5953,1,2000,Y,N,41,Silver,81,Mon,10,9/12/2022,,
5954,4502,7000000000,N,Y,25,Bronze,81,Mon,8.8,9/12/2022,,
5955,1,90000,Y,N,85,Bronze,81,Mon,10,9/12/2022,,
5956,5,285000000,Y,N,43,No Medal,81,Mon,10,9/12/2022,,
5957,1,249000,Y,N,104,Gold,81,Mon,10,9/12/2022,,
5958,98,21000000,Y,Y,8,No Medal,81,Mon,9.4,9/12/2022,,
5959,2,21000,Y,N,50,Bronze,81,Mon,8.2,9/12/2022,,
5960,1,661000,Y,N,30,Bronze,81,Mon,9.4,9/12/2022,,
5961,5000,447000000,N,Y,4,No Medal,81,Mon,1.3,9/12/2022,,
5962,12,163000000,Y,Y,2,No Medal,81,Mon,2.9,9/12/2022,,
5963,1,200000,Y,N,10,Bronze,81,Mon,1.2,9/12/2022,,
5964,25333,10000000000,Y,Y,27,Bronze,81,Mon,9.1,9/12/2022,,
5965,1,95000000,N,Y,1,No Medal,81,Mon,5,9/12/2022,,
5966,1,870000,Y,N,31,Bronze,81,Mon,10,9/12/2022,,
5967,4,28000,Y,N,54,Bronze,81,Tue,10,9/13/2022,,
5968,75000,231000000,N,Y,43,Silver,81,Tue,0.6,9/13/2022,,
5969,1,256000,Y,N,18,Bronze,81,Tue,10,9/13/2022,,
5970,1,6000,Y,N,9,Bronze,81,Tue,10,9/13/2022,,
5971,1,4000,Y,N,18,No Medal,81,Tue,10,9/13/2022,,
5972,1,103000,Y,N,38,No Medal,81,Tue,10,9/13/2022,,
5973,11,6000000000,N,Y,2,No Medal,81,Tue,4.4,9/13/2022,,
5974,10,114000,Y,N,0,No Medal,81,Tue,1.8,9/13/2022,,
5975,1,110000,Y,N,11,Bronze,81,Tue,10,9/13/2022,,
5976,1,9000,Y,N,436,Silver,81,Wed,10,9/14/2022,,
5977,2,1000000000,Y,N,70,Silver,81,Wed,10,9/14/2022,,
5978,1,287000,Y,N,68,Bronze,81,Wed,10,9/14/2022,,
5979,2,13000000,N,Y,0,No Medal,81,Wed,1.9,9/14/2022,,
5980,1,13000,Y,N,34,Bronze,81,Wed,10,9/14/2022,,
5981,81446,34000000000,Y,Y,18,Bronze,81,Wed,8.8,9/14/2022,,
5982,1,58000,Y,N,29,Bronze,81,Wed,10,9/14/2022,,
5983,1,51000,Y,N,52,Bronze,81,Thu,10,9/15/2022,,
5984,2,19000,Y,N,172,Silver,81,Thu,10,9/15/2022,,
5985,7,235000,N,Y,56,Gold,81,Thu,4.4,9/15/2022,,
